# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-16
# See end of file for additional documentation on specific fields
Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr14	103715809	103733663	14q32.33	14q32.33	613504	ZFYVE21, ZF21	Zinc finger FYVE domain-containing protein 21	ZFYVE21	79038	ENSG00000100711			Zfyve21 (MGI:1915770)
chr14	103733194	103849326	14q32.33	14q32.33	606455	PPP1R13B, ASPP1, KIAA0771	Protein phosphatase 1, regulatory subunit 13B	PPP1R13B	23368	ENSG00000088808			Ppp1r13b (MGI:1336199)
chr14	103912287	103921528	14q32.33	14q32.33	604573	ATP5MPL, C14orf2, MP68	ATP synthase membrane subunit 6.8PL	ATP5MJ	9556	ENSG00000156411			Atp5mpl (MGI:1917507)
chr14	103928342	104052666	14q32.33	14q32.33	617963	TDRD9, C14orf75, HLS, SPNE, SPGF30	TUDOR domain-containing protein 9	TDRD9	122402	ENSG00000156414	mutation identified in one SPGF30 family	?Spermatogenic failure 30, 618110 (3), Autosomal recessive	Tdrd9 (MGI:1921941)
chr14	104085657	104115581	14q32.33	14q32.33	618472	ASPG, LYSOLP	Asparaginase	ASPG	374569	ENSG00000166183			Aspg (MGI:2144822)
chr14	104117404	104117513	14q32.33	14q32.33	611899	MIR203, MIRN203	Micro RNA 203	MIR203A	406986	ENSG00000207568			Mir203 (MGI:2676878)
chr14	104138586	104180897	14q32.33	14q32.33	613231	KIF26A, KIAA1236	Kinesin family member 26A	KIF26A	26153	ENSG00000066735			Kif26a (MGI:2447072)
chr14	104579763	104590514	14q32.33	14q32.33	619392	C14orf180, NRAC	Chromosome 14 open reading frame 180	C14orf180	400258	ENSG00000184601			A530016L24Rik (MGI:2443020)
chr14	104689617	104722534	14q32.33	14q32.33	610982	INF2, FSGS5, C14orf173, CMTDIE	Inverted formin 2	INF2	64423	ENSG00000203485		Glomerulosclerosis, focal segmental, 5, 613237 (3); Charcot-Marie-Tooth disease, dominant intermediate E, 614455 (3), Autosomal dominant	Inf2 (MGI:1917685)
chr14	104724200	104747324	14q32.33	14q32.33	612498	ADSS1, ADSSL1, MPD5	Adenylosuccinate synthase 1	ADSS1	122622	ENSG00000185100		Myopathy, distal, 5, 617030 (3), Autosomal recessive	Adssl1 (MGI:87947)
chr14	104769348	104795747	14q32.3	14q32.33	164730	AKT1, CWS6	AKT serine/threonine kinase 1	AKT1	207	ENSG00000142208	proximal to IGH	Breast cancer, somatic, 114480 (3); Cowden syndrome 6, 615109 (3); Colorectal cancer, somatic, 114500 (3); Proteus syndrome, somatic, 176920 (3); Ovarian cancer, somatic, 167000 (3)	Akt1 (MGI:87986)
chr14	104800553	104804711	14q32.33	14q32.33	613915	ZBTB42, ZNF925, LCCS6	Zinc finger- and BTB domain-containing protein 42	ZBTB42	100128927	ENSG00000179627	mutation identified in 1 LCCS6 family	?Lethal congenital contracture syndrome 6, 616248 (3), Autosomal recessive	Zbtb42 (MGI:3644133)
chr14	104924300	104937788	14q32.33	14q32.33	618488	PLD4	Phospholipase D family, member 4	PLD4	122618	ENSG00000166428			Pld4 (MGI:2144765)
chr14	105009572	105021082	14q32.33	14q32.33	612270	CDCA4, HEPP	Cell division cycle-associated protein 4	CDCA4	55038	ENSG00000170779			Cdca4 (MGI:1919213)
chr14	105049394	105065429	14q32.3	14q32.33	606167	GPR132, G2A	G protein-coupled receptor-132	GPR132	29933	ENSG00000183484			Gpr132 (MGI:1890220)
chr14	105140980	105168775	14q32	14q32.33	602570	JAG2	Jagged 2	JAG2	3714	ENSG00000184916			Jag2 (MGI:1098270)
chr14	105209285	105315588	14q32.33	14q32.33	604902	BRF1, TAF3C, GTF3B, TF3B90, CFDS	BRF1, S. cerevisiae, homolog of (TATA box-binding protein-associated factor 3C)	BRF1	2972	ENSG00000185024		Cerebellofaciodental syndrome, 616202 (3), Autosomal recessive	Brf1 (MGI:1919558)
chr14	105300717	105398146	14q32.33	14q32.33	610423	PACS2, KIAA0602, DEE66	Phosphofurin acidic cluster sorting protein 2	PACS2	23241	ENSG00000179364		Developmental and epileptic encephalopathy 66, 618067 (3), Autosomal dominant	Pacs2 (MGI:1924399)
chr14	105419826	105470728	14q32.3	14q32.33	603526	MTA1	Metastasis-associated gene 1	MTA1	9112	ENSG00000182979			Mta1 (MGI:2150037)
chr14	105472944	105480169	14q32.3	14q32.33	601183	CRIP2, CRP2	Cysteine-rich intestinal protein 2	CRIP2	1397	ENSG00000182809			Crip2 (MGI:1915587)
chr14	105486885	105488946	14q32.33	14q32.33	123875	CRIP1, CRIP	Cysteine-rich intestinal protein 1	CRIP1	1396	ENSG00000213145	previously assigned to 7q11.23		Crip1 (MGI:88501)
chr14	105586436	106879843	14q32.33	14q32.33	146910	IGHD@	Immunoglobulin heavy chain diversity gene cluster	IGH	3492		many genes		
chr14	105586436	106879843	14q32.33	14q32.33	147010	IGHJ@	Immunoglobulin heavy chain joining gene cluster	IGH	3492		more than 4 genes		
chr14	105586436	106879843	14q32.33	14q32.33	147070	IGHV@	Immunoglobin heavy polypeptide, variable gene cluster	IGH	3492		~250 genes; orientation: cen-PI-D14S1-IGH-IGHV--qter; 3' centromeric, 5' telomeric; IgM telomeric to IgG		
chr14	105586936	105588393	14q32.33	14q32.33	147000	IGHA2, A2M	Constant region of heavy chain of IgA2	IGHA2	3494	ENSG00000211890			
chr14	105600065	105601726	14q32.33	14q32.33	147180	IGHE	Constant region of heavy chain of IgE	IGHE	3497	ENSG00000211891	pseudogene IGHEP1 nearby; IGHEP2 on chr.9		Ighe (MGI:2685746)
chr14	105624475	105626064	14q32.33	14q32.33	147130	IGHG4	Constant region of heavy chain of IgG4	IGHG4	3503	ENSG00000211892			Ighg1,Ighg2a,Ighg2b (MGI:96445,MGI:96446,MGI:96443)
chr14	105643202	105644788	14q32.33	14q32.33	147110	IGHG2	Constant region of heavy chain of IgG2	IGHG2	3501	ENSG00000211893	5'-G2-17kb-G4-3'; closeness of IGG3 and IGG1 known from Lepore-like myeloma protein	IgG2 deficiency, selective (3)	Ighg1,Ighg2a,Ighg2b (MGI:96445,MGI:96446,MGI:96443)
chr14	105707167	105708663	14q32.33	14q32.33	146900	IGHA1	Constant region of heavy chain of IgA1	IGHA1	3493	ENSG00000211895	Fused with IRTA1 in multiple myeloma		
chr14	105741472	105743069	14q32.33	14q32.33	147100	IGHG1	Constant region of heavy chain of IgG1	IGHG1	3500	ENSG00000211896			Ighg1,Ighg2a,Ighg2b,Ighg3 (MGI:96445,MGI:96446,MGI:96443,MGI:2144790)
chr14	105765913	105771404	14q32.33	14q32.33	147120	IGHG3	Constant region of heavy chain of IgG3	IGHG3	3502	ENSG00000211897			Ighg1,Ighg2a,Ighg2b (MGI:96445,MGI:96446,MGI:96443)
chr14	105838400	105845676	14q32.33	14q32.33	147170	IGHD	Constant region of heavy chain of IgD	IGHD	3495	ENSG00000211898			Ighd (MGI:96447)
chr14	105851965	105856216	14q32.33	14q32.33	147020	IGHM, MU, AGM1	Constant region of heavy chain of IgM	IGHM	3507	ENSG00000211899		Agammaglobulinemia 1, 601495 (3), Autosomal recessive	Ighm (MGI:96448)
chr14	105914358	105914388	14q32.33	14q32.33	611937	IGHD3-3, DXP4	Immunoglobulin heavy chain diversity gene 3-3	IGHD3-3	28501	ENSG00000211930			
chr14	105917978	105932641	14q32.33	14q32.33	616623	KIAA0125, FAM30A, C14orf110	KIAA0125 gene, noncoding	FAM30A	9834	ENSG00000226777			
chr14	106268605	106269060	14q32.33	14q32.33	611939	IGHV3-23, IGHV323, DP47, VH26	Immunoglobulin heavy chain variable gene 3-23	IGHV3-23	28442	ENSG00000211949			Ighv5-12 (MGI:4439516)
chr14	0	107043718	Chr.14		151020	LCH	Lentil agglutinin-binding						
chr14	0	107043718	Chr.14		608251	PHOBS	Phobia, specific		404684			Phobia, specific, 608251 (2)	
chr14	0	107043718	Chr.14		616606	RC14S	Ring chromosome 14 syndrome					Ring chromosome 14 syndrome, 616606 (4), Isolated cases	
chr15	4200000	9700000	15p12		180452	RNR3	Ribosomal RNA-3	RNR3	6054				
chr15	19000000	101991189	15q		604329	HYT2	Hypertension, essential, susceptibility to, 2		50986			{Hypertension, essential, susceptibility to, 2}, 145500 (2), Multifactorial	
chr15	19000000	101991189	15q		214900	LCS1, CHLS	Cholestasis-lymphedema syndrome		84565			Cholestasis-lymphedema syndrome, 214900 (2), Autosomal recessive	
chr15	20500000	25500000	15q11		608636	AUTS4	Autism, susceptibility to, 4					{Autism susceptibility 4}, 608636 (2), Autosomal dominant	
chr15	20500000	33400000	15q11-q13		607202	CELIAC5, GSES	Celiac disease, susceptibility to, 5		338332		in homogeneous Finnish population	{Celiac disease, susceptibility to, 5}, 607202 (2)	
chr15	20500000	25500000	15q11.2		615656	DEL15q11.2, C15DELq11.2	Chromosome 15q11.2 deletion syndrome				deleted region spans 300-500kb between BP1 and BP2	Chromosome 15q11.2 deletion syndrome, 615656 (4), Autosomal dominant	
chr15	20500000	33400000	15q11-q13		609745	GLC1I	Glaucoma 1, open angle, I		497188		max lod at GABRB3	Glaucoma 1, open angle, I, 609745 (2)	
chr15	20500000	101991189	15q11-qter		122460	HCVS	Human coronavirus sensitivity		3063			{Human coronavirus sensitivity}, 122460 (2), Autosomal dominant	
chr15	20500000	27800000	15q11-q12		146990	IGHDY2	Immunoglobulin heavy chain diversity region-2		3496		?functional		
chr15	20500000	27800000	15q11.2-q12		609179	MGR7	Migraine with aura, susceptibility to, 7		553992		between D15S113 and D15S1019	{Migraine with aura, susceptibility to, 7}, 609179 (2)	
chr15	20500000	33400000	15q11-q13		603857	MRKN3-AS1, ZNF127AS	MKRN3 antisense RNA 1		10108				
chr15	20669467	20756150	15q11.2	15q11.2	601889	NBEAP1, BCL8	Neurobeachin pseudogene 1	NBEAP1	606				
chr15	22786224	22829788	15q11.1	15q11.2	608145	NIPA1, SPG6	NIPA magnesium transporter 1	NIPA1	123606	ENSG00000170113		Spastic paraplegia 6, autosomal dominant, 600363 (3), Autosomal dominant	Nipa1 (MGI:2442058)
chr15	22838640	22868383	15q11.2	15q11.2	608146	NIPA2	NIPA magnesium transporter 2	NIPA2	81614	ENSG00000140157			Nipa2 (MGI:1913918)
chr15	22867051	22980897	15q11	15q11.2	606322	CYFIP1, KIAA0068	Cytoplasmic FMRP interacting protein 1	CYFIP1	23191	ENSG00000273749			Cyfip1 (MGI:1338801)
chr15	22983024	23039579	15q11.2	15q11.2	608147	TUBGCP5, GCP5, KIAA1899	Tubulin-gamma complex-associated protein 5	TUBGCP5	114791	ENSG00000275835			Tubgcp5 (MGI:2178836)
chr15	23565673	23568043	15q11-q13	15q11.2	603856	MKRN3, ZFP127, ZNF127, CPPB2	Makorin 3	MKRN3	7681	ENSG00000179455	expressed only from paternal allele	Precocious puberty, central, 2, 615346 (3), Autosomal dominant	Mkrn3 (MGI:2181178)
chr15	23643548	23647866	15q11.2	15q11.2	605283	MAGEL2, NDNL1, SHFYNG	MAGE-like 2	MAGEL2	54551	ENSG00000254585		Schaaf-Yang syndrome, 615547 (3), Autosomal dominant	Magel2 (MGI:1351648)
chr15	23685399	23687304	15q11-q13	15q11.2	602117	NDN	Necdin	NDN	4692	ENSG00000182636		Prader-Willi syndrome, 176270 (3), Autosomal dominant	Ndn (MGI:97290)
chr15	24164776	24169947	15q11.2	15q11.2	611217	PWRN2	Prader-Willi region noncoding RNA 2	PWRN2	791115	ENSG00000260551			
chr15	24558156	24587779	15q11.2	15q11.2	611215	PWRN1	Prader-Willi region noncoding RNA 1	PWRN1	791114	ENSG00000259905			
chr15	24675774	24683392	15q11.2	15q11.2	610922	NPAP1, C15orf2	Nuclear pore associated protein 1	NPAP1	23742	ENSG00000185823			
chr15	24823607	25419461	15q11.2	15q11.2	616259	SNHG14, LNCAT, UBE3AATS	Small nucleolar RNA host gene 14	SNHG14	104472715				
chr15	24823636	24978722	15q12	15q11.2	182279	SNRPN	Small nuclear ribonucleoprotein polypeptide N	SNRPN	6638	ENSG00000128739		Prader-Willi syndrome, 176270 (3), Autosomal dominant	Snrpn (MGI:98347)
chr15	24984859	24988231	15q11-q13	15q11.2	600162	D15S226E, PAR5	Prader-Willi/Angelman syndrome-5	PWAR5	8123	ENSG00000279192	paternally imprinted		
chr15	25051475	25051571	15q11.2	15q11.2	605436	SNORD116-1, PWCR1	Small nucleolar RNA, C/D box, 116-1	SNORD116-1	100033413	ENSG00000207063			
chr15	25116544	25122475	15q11-q13	15q11.2	601491	IPW	Imprinted in Prader-Willi syndrome	IPW	3653				
chr15	25135641	25138052	15q11-q13	15q11.2	600161	D15S227E, PAR1	Prader-Willi/Angelman region-1	PWAR1	145624	ENSG00000279050	paternally imprinted		
chr15	25170722	25170803	15q11.2	15q11.2	609837	SNORD115-1, RNHBII52	Small nucleolar RNA, C/D box, 115-1	SNORD115-1	338433	ENSG00000201831			
chr15	25333727	25439380	15q11-q13	15q11.2	601623	UBE3A, ANCR	Ubiquitin protein ligase E3A	UBE3A	7337	ENSG00000114062	same location as PWS	Angelman syndrome, 105830 (3), Autosomal dominant	Ube3a (MGI:105098)
chr15	25500000	27800000	15q12		610321	HPC7	Prostate cancer, hereditary, 7		100188809			{Prostate cancer, hereditary, 7}, 610321 (2)	
chr15	25500000	44500000	15q12-q15		605738	MCOPCB2	Microphthalmia, isolated, with coloboma 2		80771			Microphthalmia with coloboma 2, 605738 (2)	
chr15	25672240	25865143	15q11-q13	15q12	605855	ATP10A, ATP10C, ATPVC	ATPase, class V, type 10A	ATP10A	57194	ENSG00000206190			Atp10a (MGI:1330809)
chr15	26543551	26773762	15q11.2-q12	15q12	137192	GABRB3, ECA5, DEE43	Gamma-aminobutyric acid (GABA) A receptor, beta-3	GABRB3	2562	ENSG00000166206		{Epilepsy, childhood absence, susceptibility to, 5}, 612269 (3); Developmental and epileptic encephalopathy 43, 617113 (3), Autosomal dominant	Gabrb3 (MGI:95621)
chr15	26866718	26949207	15q11.2-q12	15q12	137142	GABRA5, DEE79	Gamma-aminobutyric acid (GABA) A receptor, alpha-5	GABRA5	2558	ENSG00000186297	100kb from GABRB3	Developmental and epileptic encephalopathy 79, 618559 (3), Autosomal dominant	Gabra5 (MGI:95617)
chr15	26971180	27541983	15q11.2-q12	15q12	600233	GABRG3	Gamma-aminobutyric acid (GABA) A receptor, gamma-3	GABRG3	2567	ENSG00000182256	cen--G3--A5--B3		Gabrg3 (MGI:95624)
chr15	27719007	28099341	15q11.2-q12	15q-q	611409	OCA2, P, PED, D15S12, BOCA, EYCL3, HCL3, SHEP1	Pink-eye dilution, murine, homolog of (oculocutaneous albinism II)	OCA2	4948	ENSG00000104044	?hypopigmentation in PWS and AS	[Skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), Autosomal recessive; [Skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3), Autosomal recessive; Albinism, brown oculocutaneous, 203200 (3), Autosomal recessive; Albinism, oculocutaneous, type II, 203200 (3), Autosomal recessive	Oca2 (MGI:97454)
chr15	27800000	42500000	15q13.1-q15.1		608646	CILD4	Ciliary dyskinesia, primary, 4		408257		between D15S1012 and D15S1048	Ciliary dyskinesia, primary, 4, 608646 (2), Autosomal recessive	
chr15	28111039	28322178	15q13.1	15q13.1	605837	HERC2, SHEP1, MRT38	HECT domain and RCC1-like domain 2	HERC2	8924	ENSG00000128731	mutations in intron 4	Mental retardation, autosomal recessive 38, 615516 (3), Autosomal recessive; [Skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3), Autosomal recessive; [Skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), Autosomal recessive	Herc2 (MGI:103234)
chr15	28885478	29118314	15q	15q13.1	602712	APBA2	Amyloid beta A4 precursor protein-binding, family A, member 2	APBA2	321	ENSG00000034053			Apba2 (MGI:1261791)
chr15	29264988	29269821	15q13.1	15q13.1	608243	NSMCE3, NDNL2, MAGEG1, LICS	NSE3 homolog, SMC5-SMC6 complex component	NSMCE3	56160	ENSG00000185115		Lung disease, immunodeficiency, and chromosome breakage syndrome, 617241 (3), Autosomal recessive	Nsmce3 (MGI:1913897)
chr15	29699366	29969048	15q13	15q13.1	601009	TJP1	Tight junction protein 1 (zona occludens 1)	TJP1	7082	ENSG00000104067			Tjp1 (MGI:98759)
chr15	30360565	30393848	15q13.2	15q13.2	609756	CHRFAM7A	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	CHRFAM7A	89832	ENSG00000166664			Chrna7 (MGI:99779)
chr15	30626127	30649228	15q13.2	15q13.2	616310	ARHGAP11B, FAM7B1	RHO GTPase-activating protein 11B	ARHGAP11B	89839	ENSG00000284906			Arhgap11a (MGI:2444300)
chr15	30900000	44500000	15q13-q15		109710	B2MR	Beta-2-microglobulin regulator	B2MR	568				
chr15	30900000	33400000	15q13.3		612001	DEL15q13.3, MICRODEL15q13.3	Chromosome 15q13.3 microdeletion syndrome					Chromosome 15q13.3 microdeletion syndrome, 612001 (4)	
chr15	30900000	33400000	15q13		613025	SCZD13	Schizophrenia 13		100329170		associated with deletion at 15q13.3	{Schizophrenia, susceptibility to, 13}, 613025 (2)	
chr15	30900000	33400000	15q13		208500	SRTD1, ATD1	Short-rib thoracic dysplasia 1 with or without polydactyly		465			Short-rib thoracic dysplasia 1 with or without polydactyly, 208500 (2), Autosomal recessive	
chr15	30903851	30943107	15q13.2-q13.3	15q13.3	613534	FAN1, MTMR15, KIAA1018, KMIN	FANCD2/FANCI-associated nuclease 1	FAN1	22909	ENSG00000198690		Interstitial nephritis, karyomegalic, 614817 (3), Autosomal recessive	Fan1 (MGI:3045266)
chr15	31001064	31161159	15q13-q14	15q13.3	603576	TRPM1, MLSN1, CSNB1C	Transient receptor potential cation channel, subfamily M, member 1 (melastatin)	TRPM1	4308	ENSG00000134160		Night blindness, congenital stationary (complete), 1C, autosomal recessive, 613216 (3)	Trpm1 (MGI:1330305)
chr15	31065031	31065140	15q13.3	15q13.3	613753	MIR211, MIRN211	Micro RNA 211	MIR211	406993	ENSG00000207702			Mir211 (MGI:2676887)
chr15	31326834	31435664	15q12	15q13.3	605328	KLF13, RFLAT1, FKLF2	Kruppel-like factor 13	KLF13	51621	ENSG00000169926			Klf13 (MGI:1354948)
chr15	31475397	31870672	15q13.3	15q13.3	612024	OTUD7A, OTUD7, C16orf15, CEZANNE2	OTU domain-containing protein 7A	OTUD7A	161725	ENSG00000169918			Otud7a (MGI:2158505)
chr15	32030461	32173017	15q14	15q13.3	118511	CHRNA7	Cholinergic receptor, nicotinic, alpha polypeptide-7	CHRNA7	1139	ENSG00000175344			Chrna7 (MGI:99779)
chr15	32615143	32639940	15q13.2	15q13.3	610589	ARHGAP11A, KIAA0013	RHO GTPase-activating protein 11A	ARHGAP11A	9824	ENSG00000198826			Arhgap11a (MGI:2444300)
chr15	32641709	32697091	15q11-q15	15q13.3	173120	SCG5, SGNE1	Secretogranin V (7B2 protein )	SCG5	6447	ENSG00000166922			Scg5 (MGI:98289)
chr15	32718003	32745105	15q13-q15	15q13.3	603054	GREM1, CKTSF1B1	Gremlin 1 homolog, cystine knot superfamily	GREM1	26585	ENSG00000166923			Grem1 (MGI:1344337)
chr15	32765543	33194764	15q13-q14	15q13.3	136535	FMN, LD	Formin (limb deformity)	FMN1	342184	ENSG00000248905			Fmn1 (MGI:101815)
chr15	33310772	33866102	15q14-q15	15q13-q14	180903	RYR3	Ryanodine receptor-3	RYR3	6263	ENSG00000198838			Ryr3 (MGI:99684)
chr15	33400000	39800000	15q14		616898	DEL15q14, C15DELq14	Chromosome 15q14 deletion syndrome					Chromosome 15q14 deletion syndrome, 616898 (4), Autosomal dominant	
chr15	33400000	39800000	15q14		604827	EIG7, EJM2	Epilepsy, idiopathic generalized, susceptibility to, 7		50715		?role of CHRNA7	{Epilepsy, idiopathic generalized, susceptibility to, 7}, 604827 (2), Autosomal recessive; Epilepsy, juvenile myoclonic, 604827 (2), Autosomal recessive	
chr15	33968496	34067457	15q26	15q14	118496	CHRM5	Cholinergic receptor, muscarinic, 5	CHRM5	1133	ENSG00000184984			Chrm5 (MGI:109248)
chr15	33851784	34074876	Chr.15	15q14	605265	AVEN	Cell death regulator AVEN	AVEN	57099	ENSG00000169857			Aven (MGI:1921518)
chr15	34140673	34210095	15q14	15q14	616235	KATNBL1, C15orf29	Katanin, p80 subunit, B-like 1	KATNBL1	79768	ENSG00000134152			Katnbl1 (MGI:1919675)
chr15	34225015	34230155	15q14	15q14	616245	EMC4, TMEM85, PIG17	ER membrane protein complex subunit 4	EMC4	51234	ENSG00000128463			Emc4 (MGI:1915282)
chr15	34229783	34338056	15q13-q14	15q14	604878	SLC12A6, KCC3A, KCC3B, KCC3, ACCPN	Solute carrier family 12 (potassium/chloride transporters), member 6	SLC12A6	9990	ENSG00000140199		Agenesis of the corpus callosum with peripheral neuropathy, 218000 (3), Autosomal recessive	Slc12a6 (MGI:2135960)
chr15	34341718	34343135	15q14-q15	15q14	606471	NOLA3, NOP10, DKCB1	Nucleolar protein family A, member 3	NOP10	55505	ENSG00000182117		Dyskeratosis congenita, autosomal recessive 1, 224230 (3), Autosomal recessive	Nop10 (MGI:1913431)
chr15	34358632	34367195	15q14	15q14	612039	AGPAT7, AYTL3	1-acylglycerol-3-phosphate O-acyltransferase 7	LPCAT4	254531	ENSG00000176454			Lpcat4 (MGI:2138993)
chr15	34379067	34437807	15q14	15q14	616180	GOLGA8A, KIAA0855	Golgin A8 family, member A	GOLGA8A	23015	ENSG00000175265			Golga2 (MGI:2139395)
chr15	34525094	34583650	15q14	15q14	609619	GOLGA8B, KIAA0855	Golgin A8 family, member B	GOLGA8B	440270	ENSG00000215252			Golga2 (MGI:2139395)
chr15	34751031	34754997	15q14	15q14	607058	GJD2, GJA9, CX36	Gap junction protein, delta-2 (connexin 36)	GJD2	57369	ENSG00000159248			Gjd2 (MGI:1334209)
chr15	34790229	34795548	15q14	15q14	102540	ACTC1, CMD1R, CMH11, ASD5, LVNC4	Actin, alpha, cardiac muscle	ACTC1	70	ENSG00000159251		Left ventricular noncompaction 4, 613424 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 11, 612098 (3), Autosomal dominant; Atrial septal defect 5, 612794 (3), Autosomal dominant; Cardiomyopathy, dilated, 1R, 613424 (3), Autosomal dominant	Actc1 (MGI:87905)
chr15	34851781	34969741	15q14	15q14	610548	AQR, IBP160, KIAA0560	Aquarius, mouse, homolog of	AQR	9716	ENSG00000021776			Aqr (MGI:1276102)
chr15	35217355	35546192	5q14	15q14	618391	DPH6	Diphthamide biosynthesis protein 6	DPH6	89978	ENSG00000134146			Dph6 (MGI:1913882)
chr15	36579610	36810247	15q14	15q14	615626	CDIN1, C15orf41	CDAN1-interacting nuclease 1	CDIN1	84529	ENSG00000186073		Dyserythropoietic anemia, congenital, type Ib, 615631 (3), Autosomal recessive	Cdin1 (MGI:3026886)
chr15	36889203	37101310	15q14-q25	15q14	601740	MEIS2, MRG1, CPCMR	Meis homeobox 2	MEIS2	4212	ENSG00000134138		Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Meis2 (MGI:108564)
chr15	38252086	38357248	15q13.2	15q14	609291	SPRED1, NFLS, LGSS	Sprouty-related EVH1 domain-containing protein 1	SPRED1	161742	ENSG00000166068		Legius syndrome, 611431 (3), Autosomal dominant	Spred1 (MGI:2150016)
chr15	38454126	38487709	15q14	15q14	616142	FAM98B	Family with sequence similarity 98, member B	FAM98B	283742	ENSG00000171262			Fam98b (MGI:1915465)
chr15	38488096	38564813	15q15	15q14	603962	RASGRP1, IMD64	Ras guanyl nucleotide releasing protein-1	RASGRP1	10125	ENSG00000172575		Immunodeficiency 64, 618534 (3), Autosomal recessive	Rasgrp1 (MGI:1314635)
chr15	39581078	39599465	15q15	15q14	188060	THBS1	Thrombospondin 1	THBS1	7057	ENSG00000137801			Thbs1 (MGI:98737)
chr15	39597280	39782840	15q14	15q14	615795	FSIP1, HSD10	Fibrous sheath-interacting protein 1	FSIP1	161835	ENSG00000150667			Fsip1 (MGI:1918563)
chr15	39795048	39920938	15q14-q15	15q-q	612183	GPR176	G protein-coupled receptor 176	GPR176	11245	ENSG00000166073			Gpr176 (MGI:2685858)
chr15	39934114	40035590	15q15.1	15q15.1	609280	EIF2AK4, GCN2, KIAA1338, PVOD2	Eukaryotic translation initiation factor 2-alpha kinase 4	EIF2AK4	440275	ENSG00000128829		Pulmonary venoocclusive disease 2, 234810 (3), Autosomal recessive	Eif2ak4 (MGI:1353427)
chr15	40035689	40039201	15q22	15q15.1	600708	SRP14	Signal recognition particle 14kD (homologous Alu RNA-binding protein)	SRP14	6727	ENSG00000140319			Srp14 (MGI:107169)
chr15	40087889	40108878	15q14	15q15.1	606266	BMF	BCL2-modifying factor	BMF	90427	ENSG00000104081			Bmf (MGI:2176433)
chr15	40161068	40221122	15q15	15q15.1	602860	BUB1B, BUBR1, MVA1	BUB1 mitotic checkpoint serine/threonine kinase B	BUB1B	701	ENSG00000156970		Colorectal cancer, somatic, 114500 (3); [Premature chromatid separation trait], 176430 (3), Autosomal dominant; Mosaic variegated aneuploidy syndrome 1, 257300 (3), Autosomal recessive	Bub1b (MGI:1333889)
chr15	40239062	40277486	15q15.1	15q15.1	608110	PAK6	p21-activated kinase 6	PAK6	56924	ENSG00000137843			Pak6 (MGI:2679420)
chr15	40285495	40307944	15q15	15q15.1	604114	PLCB2	Phospholipase C, beta-2	PLCB2	5330	ENSG00000137841		Platelet PLC beta-2 deficiency (1)	Plcb2 (MGI:107465)
chr15	40354358	40378620	15q15.1	15q15.1	607503	DISP2, DISPB, KIAA1742	Dispatched RND transporter family, member 2	DISP2	85455	ENSG00000140323			Disp2 (MGI:2388733)
chr15	40382720	40394287	15q15.1	15q15.1	614718	KNSTRN, C15orf23, SKAP, ROCHIS	Kinetochore-localized astrin/SPAG5 binding protein	KNSTRN	90417	ENSG00000128944	mutation identified in 1 ROCHIS family	?Roifman-Chitayat syndrome, digenic, 613328 (3), Digenic recessive	Knstrn (MGI:1289298)
chr15	40405786	40435947	15q14-q15	15q15.1	607036	IVD	Isovaleryl Coenzyme A dehydrogenase	IVD	3712	ENSG00000128928		Isovaleric acidemia, 243500 (3), Autosomal recessive	Ivd (MGI:1929242)
chr15	40439756	40468236	15q15.1	15q15.1	613880	BAHD1, KIAA0945	BROMO-adjacent homology domain-containing protein 1	BAHD1	22893	ENSG00000140320			Bahd1 (MGI:2139371)
chr15	40470983	40473157	15q14	15q15.1	608429	CHST14, D4ST1, ATCS, EDSMC1	Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	CHST14	113189	ENSG00000169105		Ehlers-Danlos syndrome, musculocontractural type 1, 601776 (3), Autosomal recessive	Chst14 (MGI:1919386)
chr15	40520992	40565041	15q15.1	15q15.1	618941	CCDC32, CFNDS	Coiled-coil domain-containing protein 32	CCDC32	90416	ENSG00000128891		Cardiofacioneurodevelopmental syndrome, 619123 (3), Autosomal recessive	Ccdc32 (MGI:2685477)
chr15	40594011	40664341	15q15.1	15q15.1	609173	KNL1, CASC5, AF15Q14, KIAA1570, D40, MCPH4	Kinetochore scaffold 1	KNL1	57082	ENSG00000137812		Microcephaly 4, primary, autosomal recessive, 604321 (3), Autosomal recessive	Knl1 (MGI:1923714)
